,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace_x,w_df,w_svpt,w_1stIn_x,w_1stWon_x,w_2ndWon_x,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,w_1stIn_y,w_1stWon_y,w_2ndWon_y,w_ace_y,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,label,Unnamed: 0.1
473,2033,50316.0,2022-0403,Miami Masters,Hard,128.0,M,20220321.0,254.0,200175.0,,,Miomir Kecmanovic,R,183.0,SRB,22.5,200000.0,7,,Felix Auger Aliassime,R,193.0,CAN,21.6,6-4 6-2,3.0,R64,93.0,4.0,1.0,59.0,33.0,25.0,18.0,9.0,5.0,5.0,5.0,4.0,58.0,34.0,21.0,10.0,9.0,3.0,6.0,48.0,1056.0,9.0,3803.0,20220326-M-Miami_Masters-R64-Felix_Auger_Aliassime-Miomir_Kecmanovic,10,2,18,16,59,16,33,25,18,3,13,3,12,7,58,27,0.0,
474,2040,50631.0,2022-1536,Madrid Masters,Clay,64.0,M,20220502.0,275.0,105777.0,,,Grigor Dimitrov,R,188.0,BUL,30.9,106043.0,13,,Diego Schwartzman,R,170.0,ARG,29.7,6-0 6-3,3.0,R32,69.0,6.0,1.0,40.0,29.0,24.0,6.0,7.0,1.0,1.0,0.0,5.0,49.0,32.0,14.0,6.0,8.0,3.0,8.0,20.0,1750.0,15.0,2805.0,20220504-M-Madrid_Masters-R32-Diego_Schwartzman-Grigor_Dimitrov,2,5,10,6,40,10,29,24,6,6,19,7,7,9,49,29,0.0,
475,2049,50710.0,2022-0416,Rome Masters,Clay,64.0,M,20220509.0,244.0,106426.0,,,Cristian Garin,R,185.0,CHI,25.9,208859.0,,WC,Francesco Passaro,R,,ITA,21.3,6-3 6-2,3.0,R64,91.0,1.0,2.0,54.0,35.0,23.0,8.0,8.0,6.0,9.0,0.0,2.0,59.0,35.0,17.0,7.0,9.0,5.0,12.0,45.0,1033.0,368.0,117.0,20220508-M-Rome_Masters-R64-Francesco_Passaro-Cristian_Garin,11,2,18,12,54,23,35,23,8,1,14,2,9,7,59,35,0.0,
476,2058,27407.0,2013-560,US Open,Hard,128.0,G,20130826.0,119.0,103990.0,19.0,,Tommy Robredo,R,180.0,ESP,31.3,103819.0,7.0,,Roger Federer,R,185.0,SUI,32.0,7-6(3) 6-3 6-4,5.0,R16,144.0,6.0,4.0,125.0,88.0,61.0,17.0,16.0,14.0,16.0,5.0,0.0,86.0,52.0,38.0,16.0,15.0,3.0,7.0,22.0,1620.0,7.0,4695.0,20130903-M-US_Open-R16-Roger_Federer-Tommy_Robredo,23,14,24,25,125,47,89,62,16,6,13,6,15,10,86,32,0.0,
477,2063,50668.0,2022-0416,Rome Masters,Clay,64.0,M,20220509.0,293.0,104925.0,1,,Novak Djokovic,R,188.0,SRB,34.9,104527.0,,PR,Stan Wawrinka,R,183.0,SUI,37.1,6-2 6-2,3.0,R16,75.0,2.0,0.0,48.0,36.0,27.0,6.0,8.0,3.0,4.0,1.0,4.0,57.0,24.0,14.0,12.0,8.0,2.0,7.0,1.0,8260.0,361.0,119.0,20220512-M-Rome_Masters-R16-Stan_Wawrinka-Novak_Djokovic,9,5,15,9,48,15,36,27,6,2,8,5,9,3,57,31,0.0,
478,2066,50904.0,2022-0440,s Hertogenbosch,Grass,32.0,A,20220606.0,293.0,106421.0,1,,Daniil Medvedev,R,198.0,RUS,26.3,104468.0,,Q,Gilles Simon,R,183.0,FRA,37.4,7-5 6-4,3.0,R16,112.0,6.0,3.0,78.0,50.0,39.0,15.0,11.0,5.0,6.0,0.0,2.0,76.0,50.0,31.0,15.0,11.0,5.0,8.0,2.0,8160.0,134.0,481.0,20220609-M-s_Hertogenbosch-R16-Gilles_Simon-Daniil_Medvedev,9,6,14,10,78,24,50,39,15,6,8,12,17,12,76,30,0.0,
479,2069,50927.0,2022-0321,Stuttgart,Grass,32.0,A,20220606.0,297.0,104918.0,,,Andy Murray,R,190.0,GBR,35.0,126774.0,1,,Stefanos Tsitsipas,R,193.0,GRE,23.8,7-6(4) 6-3,3.0,QF,100.0,5.0,1.0,68.0,45.0,37.0,15.0,11.0,1.0,1.0,8.0,2.0,58.0,40.0,36.0,8.0,10.0,3.0,4.0,68.0,890.0,5.0,6100.0,20220610-M-Stuttgart-QF-Stefanos_Tsitsipas-Andy_Murray,16,1,8,10,68,16,45,37,15,5,9,6,5,8,58,14,0.0,
480,2072,50924.0,2022-0321,Stuttgart,Grass,32.0,A,20220606.0,300.0,126610.0,2,,Matteo Berrettini,R,196.0,ITA,26.1,104918.0,,,Andy Murray,R,190.0,GBR,35.0,6-4 5-7 6-3,3.0,F,160.0,19.0,3.0,83.0,52.0,42.0,18.0,15.0,4.0,5.0,7.0,3.0,100.0,68.0,45.0,20.0,16.0,7.0,10.0,10.0,3805.0,68.0,890.0,20220612-M-Stuttgart-F-Andy_Murray-Matteo_Berrettini,5,7,14,9,83,23,52,42,18,19,21,9,21,21,100,35,0.0,
481,2073,50957.0,2022-0500,Halle,Grass,32.0,A,20220613.0,294.0,106401.0,,WC,Nick Kyrgios,R,193.0,AUS,27.1,105807.0,6,,Pablo Carreno Busta,R,188.0,ESP,30.9,6-4 6-2,3.0,QF,68.0,13.0,0.0,45.0,32.0,29.0,9.0,9.0,0.0,0.0,0.0,3.0,57.0,39.0,22.0,11.0,9.0,4.0,7.0,65.0,893.0,19.0,1965.0,20220617-M-Halle-QF-Pablo_Carreno_Busta-Nick_Kyrgios,10,9,6,7,45,7,32,29,9,13,16,7,6,7,57,24,0.0,
482,2080,50954.0,2022-0500,Halle,Grass,32.0,A,20220613.0,297.0,106421.0,1,,Daniil Medvedev,R,198.0,RUS,26.3,105138.0,7,,Roberto Bautista Agut,R,183.0,ESP,34.1,6-2 6-4,3.0,QF,86.0,8.0,4.0,66.0,45.0,37.0,7.0,9.0,9.0,9.0,0.0,2.0,56.0,38.0,24.0,9.0,9.0,2.0,5.0,1.0,7950.0,20.0,1858.0,20220617-M-Halle-QF-Roberto_Bautista_Agut-Daniil_Medvedev,12,3,15,10,66,22,46,38,6,8,12,7,10,13,56,23,0.0,
483,2084,51126.0,2022-540,Wimbledon,Grass,128.0,G,20220627.0,159.0,122298.0,21,,Botic Van De Zandschulp,R,188.0,NED,26.7,103852.0,,,Feliciano Lopez,L,188.0,ESP,40.7,6-2 6-3 6-3,5.0,R128,92.0,10.0,6.0,69.0,35.0,32.0,23.0,13.0,2.0,2.0,6.0,5.0,74.0,37.0,28.0,12.0,13.0,2.0,7.0,25.0,1518.0,240.0,222.0,20220628-M-Wimbledon-R128-Feliciano_Lopez-Botic_Van_De_Zandschulp,3,5,8,15,69,14,35,32,23,10,23,5,7,5,74,34,0.0,
484,2086,51174.0,2022-540,Wimbledon,Grass,128.0,G,20220627.0,207.0,106401.0,,,Nick Kyrgios,R,193.0,AUS,27.1,126774.0,4,,Stefanos Tsitsipas,R,193.0,GRE,23.8,6-7(2) 6-4 6-3 7-6(7),5.0,R32,197.0,14.0,1.0,140.0,100.0,81.0,21.0,22.0,5.0,5.0,21.0,7.0,158.0,93.0,73.0,33.0,23.0,12.0,14.0,40.0,1070.0,5.0,5150.0,20220702-M-Wimbledon-R32-Stefanos_Tsitsipas-Nick_Kyrgios,21,11,22,29,140,38,100,81,21,14,28,13,31,13,158,52,0.0,
485,2089,51217.0,2022-0316,Bastad,Clay,32.0,A,20220711.0,275.0,106233.0,,PR,Dominic Thiem,R,185.0,AUT,28.8,200325.0,,,Emil Ruusuvuori,R,188.0,FIN,23.2,3-6 6-1 7-6(5),3.0,R32,157.0,6.0,3.0,98.0,69.0,45.0,14.0,14.0,8.0,12.0,1.0,7.0,89.0,55.0,31.0,18.0,14.0,2.0,7.0,339.0,131.0,43.0,1015.0,20220712-M-Bastad-R32-Emil_Ruusuvuori-Dominic_Thiem,11,6,15,19,98,39,69,45,14,7,12,12,27,14,89,40,0.0,
486,3,0.0,2005-560,US Open,Hard,128.0,G,20050829.0,127.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,6-3 2-6 7-6(1) 6-1,5.0,F,139.0,19.0,0.0,107.0,81.0,60.0,15.0,19.0,3.0,6.0,6.0,4.0,131.0,78.0,45.0,29.0,17.0,14.0,18.0,1.0,6975.0,7.0,2190.0,20050911-M-US_Open-F-Roger_Federer-Andre_Agassi,14,8,12,17,107,32,81,60,15,20,26,10,13,26,131,57,1.0,2487.0
487,16,1.0,2008-422,Cincinnati Masters,Hard,56.0,M,20080728.0,54.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,21.1,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,22.1,6-1 7-5,3.0,SF,86.0,4.0,0.0,57.0,32.0,23.0,19.0,10.0,1.0,1.0,2.0,1.0,45.0,26.0,19.0,9.0,9.0,1.0,4.0,3.0,5055.0,2.0,6305.0,20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,5,3,5,5,57,15,32,23,19,4,11,3,7,9,45,17,1.0,11087.0
488,18,2.0,2008-560,US Open,Hard,128.0,G,20080825.0,127.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,27.0,104918.0,6.0,,Andy Murray,R,190.0,GBR,21.2,6-2 7-5 6-2,5.0,F,111.0,3.0,0.0,81.0,47.0,37.0,16.0,14.0,3.0,5.0,3.0,3.0,81.0,45.0,23.0,17.0,14.0,3.0,10.0,2.0,5930.0,6.0,2415.0,20080908-M-US_Open-F-Roger_Federer-Andy_Murray,7,5,13,9,81,28,47,37,16,3,22,5,14,11,81,41,1.0,12033.0
489,26,3.0,2009-605,Tour Finals,Hard,8.0,F,20091122.0,10.0,104417.0,,,Robin Soderling,R,193.0,SWE,25.2,104745.0,,,Rafael Nadal,L,185.0,ESP,23.4,6-4 6-4,3.0,RR,98.0,5.0,2.0,69.0,37.0,27.0,17.0,10.0,2.0,4.0,5.0,1.0,58.0,34.0,21.0,13.0,10.0,3.0,7.0,9.0,3010.0,2.0,9205.0,20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,11,2,6,8,69,25,37,28,16,5,13,5,10,14,58,24,1.0,15385.0
490,28,4.0,2010-580,Australian Open,Hard,128.0,G,20100118.0,124.0,104918.0,5.0,,Andy Murray,R,190.0,GBR,22.6,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,23.6,6-3 7-6(2) 3-0 RET,5.0,QF,150.0,12.0,1.0,97.0,57.0,44.0,18.0,13.0,10.0,12.0,1.0,1.0,72.0,48.0,30.0,10.0,11.0,6.0,10.0,4.0,6780.0,2.0,9310.0,20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal,11,11,9,16,97,35,58,44,18,13,13,10,13,13,72,32,1.0,16201.0
491,46,5.0,2011-416,Rome Masters,Clay,56.0,M,20110508.0,55.0,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,23.9,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,24.9,6-4 6-4,3.0,F,133.0,0.0,1.0,61.0,46.0,31.0,7.0,10.0,1.0,3.0,2.0,1.0,69.0,49.0,33.0,5.0,10.0,7.0,11.0,2.0,10665.0,1.0,12470.0,20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,9,2,8,6,61,23,45,30,8,0,17,7,12,16,69,31,1.0,20274.0
492,49,6.0,2011-311,Queen's Club,Grass,56.0,A,20110606.0,54.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,24.0,104053.0,3.0,,Andy Roddick,R,188.0,USA,28.7,6-3 6-1,3.0,SF,59.0,13.0,0.0,41.0,22.0,18.0,14.0,8.0,0.0,0.0,3.0,1.0,46.0,38.0,20.0,4.0,8.0,2.0,6.0,4.0,6625.0,10.0,2200.0,20110606-M-Queens_Club-SF-Andy_Murray-Andy_Roddick,5,1,10,5,41,9,23,19,13,13,17,6,9,5,46,22,1.0,20539.0
493,50,7.0,2011-540,Wimbledon,Grass,128.0,G,20110620.0,127.0,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,24.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,25.0,6-4 6-1 1-6 6-3,5.0,F,148.0,7.0,1.0,95.0,69.0,50.0,14.0,17.0,3.0,6.0,5.0,1.0,82.0,64.0,43.0,8.0,16.0,1.0,6.0,2.0,12005.0,1.0,12070.0,20110703-M-Wimbledon-F-Novak_Djokovic-Rafael_Nadal,10,5,16,9,95,31,69,50,14,7,16,3,12,3,82,31,1.0,20729.0
494,53,8.0,2011-5014,Shanghai Masters,Hard,56.0,M,20111009.0,29.0,103970.0,3.0,,David Ferrer,R,175.0,ESP,29.5,105683.0,,,Milos Raonic,R,196.0,CAN,20.7,7-5 7-6(7),3.0,R32,104.0,5.0,1.0,76.0,48.0,35.0,17.0,12.0,2.0,4.0,11.0,0.0,77.0,49.0,38.0,11.0,12.0,1.0,4.0,5.0,4200.0,31.0,1232.0,20111009-M-Shanghai_Masters-R32-David_Ferrer-Milos_Raonic,13,3,23,18,76,24,47,34,18,5,7,1,11,7,77,28,1.0,21706.0
495,55,9.0,2011-605,Tour Finals,Hard,16.0,F,20111120.0,2.0,103819.0,,,Roger Federer,R,185.0,SUI,30.2,104745.0,,,Rafael Nadal,L,185.0,ESP,25.4,6-3 6-0,3.0,RR,61.0,6.0,1.0,40.0,27.0,23.0,9.0,8.0,0.0,0.0,1.0,0.0,41.0,30.0,14.0,5.0,7.0,2.0,6.0,4.0,6670.0,2.0,9375.0,20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,2,1,7,8,40,8,27,23,9,5,17,4,6,5,41,22,1.0,21959.0
496,59,10.0,2012-580,Australian Open,Hard,128.0,G,20120116.0,122.0,104918.0,4.0,,Andy Murray,R,190.0,GBR,24.6,105453.0,24.0,,Kei Nishikori,R,178.0,JPN,22.0,6-3 6-3 6-1,5.0,QF,132.0,4.0,3.0,81.0,36.0,28.0,26.0,13.0,8.0,10.0,1.0,2.0,94.0,56.0,30.0,14.0,12.0,11.0,18.0,4.0,7380.0,26.0,1410.0,20120125-M-Australian_Open-QF-Andy_Murray-Kei_Nishikori,15,10,14,18,81,27,36,28,26,4,15,13,8,12,94,50,1.0,22240.0
497,66,11.0,2012-495,Dubai,Hard,32.0,A,20120227.0,29.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,24.7,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,24.7,6-2 7-5,3.0,SF,83.0,5.0,3.0,56.0,40.0,34.0,4.0,10.0,2.0,3.0,2.0,0.0,50.0,34.0,23.0,6.0,10.0,1.0,5.0,4.0,7150.0,1.0,13130.0,20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic,6,5,12,11,56,18,40,34,4,5,6,3,6,7,50,21,1.0,22721.0
498,68,12.0,2012-404,Indian Wells Masters,Hard,96.0,M,20120308.0,94.0,103819.0,3.0,,Roger Federer,R,185.0,SUI,30.5,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,25.7,6-3 6-4,3.0,SF,92.0,6.0,2.0,56.0,36.0,23.0,13.0,10.0,2.0,4.0,0.0,2.0,56.0,40.0,23.0,7.0,9.0,2.0,6.0,3.0,8710.0,2.0,10415.0,20120316-M-Indian_Wells_Masters-SF-Roger_Federer-Rafael_Nadal,5,4,5,7,56,20,36,23,13,6,13,6,12,12,56,26,1.0,22817.0
499,80,13.0,2012-96,London Olympics,Grass,64.0,A,20120725.0,48.0,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,25.1,104053.0,,,Andy Roddick,R,188.0,USA,29.8,6-2 6-1,3.0,R32,54.0,14.0,0.0,43.0,29.0,25.0,8.0,8.0,0.0,0.0,5.0,1.0,40.0,24.0,13.0,7.0,7.0,0.0,4.0,2.0,11000.0,22.0,1600.0,20120731-M-Olympics-R32-Novak_Djokovic-Andy_Roddick,6,1,6,3,43,10,29,25,8,14,11,9,5,4,40,20,1.0,24154.0
500,82,14.0,2012-96,London Olympics,Grass,64.0,A,20120725.0,62.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,25.1,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,25.1,7-5 7-5,3.0,SF,120.0,6.0,0.0,87.0,55.0,42.0,17.0,12.0,4.0,4.0,3.0,1.0,65.0,40.0,29.0,14.0,12.0,2.0,4.0,4.0,7460.0,2.0,11000.0,20120803-M-Olympics-SF-Andy_Murray-Novak_Djokovic,15,7,8,7,87,28,55,42,17,6,14,3,9,6,65,22,1.0,24168.0
501,83,15.0,2012-96,London Olympics,Grass,64.0,A,20120725.0,63.0,104918.0,3.0,,Andy Murray,R,190.0,GBR,25.1,103819.0,1.0,,Roger Federer,R,185.0,SUI,30.9,6-2 6-1 6-4,5.0,F,116.0,5.0,1.0,87.0,44.0,35.0,27.0,13.0,9.0,9.0,9.0,1.0,78.0,51.0,33.0,10.0,12.0,5.0,10.0,4.0,7460.0,1.0,11075.0,20120804-M-Olympics-F-Andy_Murray-Roger_Federer,10,4,18,11,87,25,44,35,27,5,10,10,7,13,78,35,1.0,24169.0
502,98,16.0,2013-338,Sydney,Hard,28.0,A,20130107.0,11.0,106071.0,,,Bernard Tomic,R,193.0,AUS,20.2,104594.0,,,Marinko Matosevic,R,194.0,AUS,27.4,6-3 6-4,3.0,R32,73.0,7.0,1.0,54.0,33.0,28.0,14.0,10.0,1.0,1.0,9.0,4.0,64.0,37.0,28.0,11.0,9.0,4.0,6.0,64.0,740.0,49.0,845.0,20130108-M-Sydney-R32-Bernard_Tomic-Marinko_Matosevic,4,2,9,11,54,12,32,28,14,7,11,3,8,9,64,25,1.0,25107.0
503,102,17.0,2013-580,Australian Open,Hard,128.0,G,20130114.0,113.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,25.6,104527.0,15.0,,Stan Wawrinka,R,183.0,SUI,27.8,1-6 7-5 6-4 6-7(5) 12-10,5.0,R16,302.0,7.0,5.0,195.0,129.0,92.0,36.0,32.0,11.0,18.0,16.0,2.0,214.0,133.0,91.0,42.0,31.0,8.0,15.0,1.0,12920.0,17.0,1900.0,20130120-M-Australian_Open-R16-Novak_Djokovic-Stan_Wawrinka,25,23,31,43,194,67,129,92,35,7,24,13,28,27,214,81,1.0,25236.0
504,107,18.0,2013-404,Indian Wells Masters,Hard,96.0,M,20130307.0,74.0,104755.0,10.0,,Richard Gasquet,R,185.0,FRA,26.7,105668.0,24.0,,Jerzy Janowicz,R,203.0,POL,22.3,6-1 6-4,3.0,R32,66.0,2.0,1.0,50.0,32.0,28.0,10.0,9.0,2.0,2.0,4.0,1.0,46.0,19.0,13.0,14.0,8.0,4.0,7.0,10.0,2880.0,24.0,1371.0,20130307-M-Indian_Wells_Masters-R32-Richard_Gasquet-Jerzy_Janowicz,8,5,15,9,49,12,32,28,9,2,5,5,2,2,46,19,1.0,25795.0
505,115,19.0,2013-410,Monte Carlo Masters,Clay,56.0,M,20130414.0,53.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,25.9,104926.0,,,Fabio Fognini,R,178.0,ITA,25.8,6-2 6-1,3.0,SF,52.0,3.0,0.0,40.0,28.0,23.0,9.0,8.0,0.0,0.0,1.0,4.0,40.0,20.0,13.0,5.0,7.0,2.0,6.0,1.0,12500.0,32.0,1135.0,20130419-M-Monte_Carlo_Masters-SF-Novak_Djokovic-Fabio_Fognini,7,2,5,10,40,8,28,23,9,3,4,4,1,2,40,22,1.0,26129.0
506,119,20.0,2013-416,Rome Masters,Clay,56.0,M,20130512.0,54.0,103819.0,2.0,,Roger Federer,R,185.0,SUI,31.7,105332.0,,,Benoit Paire,R,196.0,FRA,24.0,7-6(5) 6-4,3.0,SF,88.0,1.0,3.0,74.0,44.0,34.0,15.0,11.0,5.0,6.0,8.0,5.0,74.0,33.0,25.0,20.0,11.0,4.0,6.0,3.0,7760.0,36.0,1065.0,20130518-M-Rome_Masters-SF-Roger_Federer-Benoit_Paire,9,12,9,18,74,25,45,35,14,1,14,2,16,10,74,29,1.0,26368.0
507,131,21.0,2013-747,Beijing,Hard,32.0,A,20130930.0,31.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,26.3,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,27.3,6-3 6-4,3.0,F,87.0,5.0,1.0,46.0,33.0,30.0,10.0,10.0,0.0,0.0,2.0,2.0,60.0,39.0,31.0,7.0,9.0,2.0,4.0,1.0,11120.0,2.0,10860.0,20131005-M-Beijing-F-Novak_Djokovic-Rafael_Nadal,6,1,13,9,46,6,33,30,10,4,12,3,9,5,60,22,1.0,27629.0
508,135,22.0,2013-5014,Shanghai Masters,Hard,56.0,M,20131007.0,40.0,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,27.3,105238.0,,,Alexandr Dolgopolov,R,180.0,UKR,24.9,6-3 6-2,3.0,R32,59.0,9.0,1.0,48.0,40.0,33.0,4.0,9.0,0.0,0.0,7.0,2.0,41.0,24.0,18.0,7.0,8.0,2.0,5.0,1.0,11160.0,34.0,1125.0,20131007-M-Shanghai_Masters-R32-Rafael_Nadal-Alexandr_Dolgopolov,8,6,7,13,48,11,40,33,4,9,4,1,2,5,41,16,1.0,27700.0
509,151,23.0,2014-339,Brisbane,Hard,28.0,A,20131229.0,21.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,32.3,104594.0,,,Marinko Matosevic,R,194.0,AUS,28.3,6-1 6-1,3.0,QF,58.0,9.0,1.0,41.0,25.0,21.0,9.0,7.0,3.0,3.0,3.0,5.0,54.0,30.0,16.0,7.0,7.0,4.0,9.0,6.0,4205.0,61.0,774.0,20140102-M-Brisbane-QF-Roger_Federer-Marinko_Matosevic,3,1,6,16,41,11,25,20,10,9,9,4,7,2,54,31,1.0,27949.0
510,152,24.0,2014-339,Brisbane,Hard,28.0,A,20131229.0,17.0,103720.0,,,Lleyton Hewitt,R,180.0,AUS,32.8,103852.0,6.0,,Feliciano Lopez,L,188.0,ESP,32.2,7-5 6-3,3.0,R16,99.0,11.0,2.0,80.0,43.0,33.0,20.0,11.0,9.0,10.0,8.0,8.0,62.0,36.0,29.0,9.0,10.0,3.0,6.0,60.0,780.0,28.0,1310.0,20140102-M-Brisbane-R16-Lleyton_Hewitt-Feliciano_Lopez,5,7,13,10,80,27,44,33,20,10,10,3,11,6,62,24,1.0,27945.0
511,158,25.0,2014-451,Doha,Hard,32.0,A,20131230.0,31.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,27.5,104792.0,,,Gael Monfils,R,193.0,FRA,27.3,6-1 6-7(5) 6-2,3.0,F,120.0,2.0,0.0,82.0,63.0,46.0,16.0,14.0,4.0,5.0,13.0,4.0,87.0,63.0,42.0,11.0,13.0,6.0,11.0,1.0,13030.0,31.0,1230.0,20140104-M-Doha-F-Rafael_Nadal-Gael_Monfils,14,8,21,14,82,20,62,45,17,2,12,5,16,5,87,34,1.0,28013.0
512,164,26.0,2014-301,Auckland,Hard,28.0,A,20140106.0,24.0,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,25.7,106058.0,,WC,Jack Sock,R,185.0,USA,21.2,6-1 6-3,3.0,QF,63.0,1.0,2.0,55.0,41.0,31.0,8.0,8.0,6.0,6.0,4.0,2.0,50.0,30.0,21.0,5.0,8.0,4.0,8.0,73.0,680.0,100.0,545.0,20140109-M-Auckland-QF-Roberto_Bautista_Agut-Jack_Sock,6,8,19,19,55,16,42,32,7,1,9,2,13,6,50,24,1.0,28037.0
513,172,27.0,2014-580,Australian Open,Hard,128.0,G,20140113.0,122.0,103819.0,6.0,,Roger Federer,R,185.0,SUI,32.4,104918.0,4.0,,Andy Murray,R,190.0,GBR,26.6,6-3 6-4 6-7(6) 6-3,5.0,QF,200.0,10.0,0.0,122.0,78.0,60.0,29.0,21.0,1.0,2.0,9.0,1.0,146.0,89.0,60.0,28.0,19.0,13.0,17.0,6.0,4355.0,4.0,5560.0,20140122-M-Australian_Open-QF-Roger_Federer-Andy_Murray,22,8,23,16,121,33,78,60,28,10,30,11,19,18,146,58,1.0,28189.0
514,173,28.0,2014-580,Australian Open,Hard,128.0,G,20140113.0,127.0,104527.0,8.0,,Stan Wawrinka,R,183.0,SUI,28.7,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,27.6,6-3 6-2 3-6 6-3,5.0,F,141.0,19.0,2.0,96.0,53.0,46.0,22.0,18.0,4.0,6.0,1.0,3.0,108.0,84.0,50.0,10.0,17.0,10.0,15.0,8.0,3890.0,1.0,13130.0,20140126-M-Australian_Open-F-Stan_Wawrinka-Rafael_Nadal,14,4,15,14,95,28,52,45,22,18,20,13,23,13,108,48,1.0,28194.0
515,176,29.0,2014-407,Rotterdam,Hard,32.0,A,20140210.0,5.0,104607.0,3.0,,Tomas Berdych,R,196.0,CZE,28.3,104312.0,,,Andreas Seppi,R,190.0,ITA,29.9,6-3 6-3,3.0,R32,66.0,9.0,0.0,43.0,31.0,27.0,9.0,9.0,0.0,0.0,2.0,1.0,61.0,39.0,24.0,10.0,9.0,7.0,10.0,7.0,4540.0,31.0,1210.0,20140210-M-Rotterdam-R32-Tomas_Berdych-Andreas_Seppi,4,2,7,9,43,7,32,27,9,9,15,3,8,8,61,27,1.0,28452.0
516,180,30.0,2014-6932,Rio de Janeiro,Clay,32.0,A,20140217.0,29.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,27.7,104665.0,8.0,,Pablo Andujar,R,180.0,ESP,28.0,2-6 6-3 7-6(10),3.0,SF,167.0,4.0,4.0,121.0,72.0,52.0,22.0,15.0,11.0,14.0,0.0,0.0,93.0,71.0,48.0,13.0,14.0,2.0,4.0,1.0,14085.0,40.0,1006.0,20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,30,13,19,12,121,47,72,52,22,4,23,9,16,12,93,32,1.0,28573.0
517,181,31.0,2014-6932,Rio de Janeiro,Clay,32.0,A,20140217.0,31.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,27.7,105238.0,,,Alexandr Dolgopolov,R,180.0,UKR,25.2,6-3 7-6(3),3.0,F,101.0,3.0,0.0,68.0,43.0,34.0,14.0,11.0,3.0,4.0,10.0,1.0,67.0,30.0,22.0,17.0,10.0,1.0,3.0,1.0,14085.0,54.0,860.0,20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,13,11,7,8,68,20,43,34,14,3,11,2,2,2,67,28,1.0,28575.0
518,185,32.0,2014-404,Indian Wells Masters,Hard,96.0,M,20140306.0,65.0,105238.0,28.0,,Alexandr Dolgopolov,R,180.0,UKR,25.3,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,27.7,6-3 3-6 7-6(5),3.0,R32,139.0,11.0,3.0,96.0,39.0,30.0,27.0,15.0,2.0,6.0,2.0,1.0,87.0,55.0,39.0,17.0,15.0,1.0,5.0,31.0,1205.0,1.0,14085.0,20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,10,5,13,12,96,39,40,31,26,11,16,8,18,28,87,31,1.0,28729.0
