,match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots,tourney_date,sm,tourney_name,sm2
88752,20210530-M-Roland_Garros-R128-Gilles_Simon-Marton_Fucsovics,Marton Fucsovics,Total,121,61,112,58,111,58,1,1107,20210530,M,Roland_Garros,R128
88773,20210603-M-Roland_Garros-R64-Mikael_Ymer-Gael_Monfils,Mikael Ymer,Total,110,53,92,50,90,50,1,534,20210603,M,Roland_Garros,R64
88794,20210603-M-Roland_Garros-R64-Mikael_Ymer-Gael_Monfils,Gael Monfils,Total,106,42,82,37,78,37,3,561,20210603,M,Roland_Garros,R64
88815,20210602-M-Roland_Garros-R64-Marin_Cilic-Roger_Federer,Marin Cilic,Total,117,36,77,35,69,35,5,308,20210602,M,Roland_Garros,R64
88836,20210602-M-Roland_Garros-R64-Marin_Cilic-Roger_Federer,Roger Federer,Total,120,45,79,39,74,39,1,359,20210602,M,Roland_Garros,R64
88857,20210608-M-Roland_Garros-QF-Stefanos_Tsitsipas-Daniil_Medvedev,Stefanos Tsitsipas,Total,107,43,88,43,85,43,1,558,20210608,M,Roland_Garros,QF
88878,20210608-M-Roland_Garros-QF-Stefanos_Tsitsipas-Daniil_Medvedev,Daniil Medvedev,Total,102,27,78,26,72,26,0,388,20210608,M,Roland_Garros,QF
88899,20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,133,54,117,51,112,51,1,732,20210611,M,Roland_Garros,SF
88920,20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,133,63,109,55,105,55,1,678,20210611,M,Roland_Garros,SF
88940,20210613-M-Roland_Garros-F-Stefanos_Tsitsipas-Novak_Djokovic,Stefanos Tsitsipas,Total,134,40,105,37,102,37,2,649,20210613,M,Roland_Garros,F
88960,20210613-M-Roland_Garros-F-Stefanos_Tsitsipas-Novak_Djokovic,Novak Djokovic,Total,177,70,136,66,127,66,5,841,20210613,M,Roland_Garros,F
88981,20210611-M-Roland_Garros-SF-Stefanos_Tsitsipas-Alexander_Zverev,Stefanos Tsitsipas,Total,142,51,98,44,92,44,0,696,20210611,M,Roland_Garros,SF
89002,20210611-M-Roland_Garros-SF-Stefanos_Tsitsipas-Alexander_Zverev,Alexander Zverev,Total,138,44,98,41,94,41,0,603,20210611,M,Roland_Garros,SF
89023,20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,Ricardas Berankis,Total,77,28,50,24,47,24,2,237,20210615,M,Halle,R32
89044,20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,Kei Nishikori,Total,65,24,52,23,48,23,1,198,20210615,M,Halle,R32
89065,20210613-M-Bratislava_CH-F-Tallon_Griekspoor-Sebastian_Baez,Tallon Griekspoor,Total,80,33,64,33,59,33,1,417,20210613,M,Bratislava_CH,F
89086,20210613-M-Bratislava_CH-F-Tallon_Griekspoor-Sebastian_Baez,Sebastian Baez,Total,67,23,46,21,43,21,1,216,20210613,M,Bratislava_CH,F
89107,20210613-M-Lyon_CH-F-Pablo_Cuevas-Elias_Ymer,Pablo Cuevas,Total,59,29,47,28,47,28,2,299,20210613,M,Lyon_CH,F
89128,20210613-M-Lyon_CH-F-Pablo_Cuevas-Elias_Ymer,Elias Ymer,Total,42,10,21,7,20,7,0,189,20210613,M,Lyon_CH,F
89149,20210619-M-Almaty_CH-F-Jesper_De_Jong-Tomas_Barrios_Vera,Jesper De Jong,Total,42,22,33,22,32,22,0,188,20210619,M,Almaty_CH,F
89170,20210619-M-Almaty_CH-F-Jesper_De_Jong-Tomas_Barrios_Vera,Tomas Barrios Vera,Total,41,9,34,9,30,9,0,178,20210619,M,Almaty_CH,F
89191,20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,Cameron Norrie,Total,84,15,41,14,39,14,0,210,20210620,M,Queens_Club,F
89212,20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,Matteo Berrettini,Total,88,23,63,18,60,18,0,342,20210620,M,Queens_Club,F
89233,20210414-M-Split_CH-R16-Filip_Horansky-Thanasi_Kokkinakis,Filip Horansky,Total,42,16,33,16,32,16,0,222,20210414,M,Split_CH,R16
89251,20210414-M-Split_CH-R16-Filip_Horansky-Thanasi_Kokkinakis,Thanasi Kokkinakis,Total,49,31,41,29,41,29,0,280,20210414,M,Split_CH,R16
89269,20210615-M-Queens_Club-R32-Andy_Murray-Benoit_Paire,Andy Murray,Total,44,19,36,17,33,17,1,147,20210615,M,Queens_Club,R32
89286,20210615-M-Queens_Club-R32-Andy_Murray-Benoit_Paire,Benoit Paire,Total,52,16,37,14,32,14,3,156,20210615,M,Queens_Club,R32
89304,19970330-M-Casablanca-F-Franco_Squillari-Hicham_Arazi,Franco Squillari,Total,80,29,61,28,57,28,3,360,19970330,M,Casablanca,F
89325,19970330-M-Casablanca-F-Franco_Squillari-Hicham_Arazi,Hicham Arazi,Total,66,28,54,25,50,25,0,389,19970330,M,Casablanca,F
89346,19810605-M-Roland_Garros-SF-Jose_Luis_Clerc-Ivan_Lendl,Jose Luis Clerc,Total,185,66,149,63,143,63,0,1206,19810605,M,Roland_Garros,SF
89367,19810605-M-Roland_Garros-SF-Jose_Luis_Clerc-Ivan_Lendl,Ivan Lendl,Total,158,54,141,52,137,52,0,1084,19810605,M,Roland_Garros,SF
89388,20210630-M-Wimbledon-R128-Brandon_Nakashima-Taylor_Fritz,Brandon Nakashima,Total,116,36,66,30,66,30,1,396,20210630,M,Wimbledon,R128
89409,20210630-M-Wimbledon-R128-Brandon_Nakashima-Taylor_Fritz,Taylor Fritz,Total,125,44,80,41,79,41,3,546,20210630,M,Wimbledon,R128
89430,20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz,Daniil Medvedev,Total,82,41,64,36,62,36,1,320,20210701,M,Wimbledon,R64
89451,20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,Total,64,16,38,13,35,13,1,207,20210701,M,Wimbledon,R64
89472,20210701-M-Wimbledon-R64-Matteo_Berrettini-Botic_Van_De_Zandschulp,Matteo Berrettini,Total,99,33,71,29,67,29,0,314,20210701,M,Wimbledon,R64
89493,20210701-M-Wimbledon-R64-Matteo_Berrettini-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,104,28,63,26,52,26,2,302,20210701,M,Wimbledon,R64
89514,20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,Cameron Norrie,Total,114,33,81,33,70,33,0,369,20210703,M,Wimbledon,R32
89535,20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,Roger Federer,Total,132,51,94,44,89,44,4,454,20210703,M,Wimbledon,R32
89556,20210629-M-Wimbledon-R128-Roger_Federer-Adrian_Mannarino,Roger Federer,Total,130,47,94,41,91,41,2,505,20210629,M,Wimbledon,R128
89577,20210629-M-Wimbledon-R128-Roger_Federer-Adrian_Mannarino,Adrian Mannarino,Total,112,35,77,32,76,32,4,380,20210629,M,Wimbledon,R128
89598,20210630-M-Wimbledon-R128-Gregoire_Barrere-Botic_Van_De_Zandschulp,Gregoire Barrere,Total,129,41,90,33,85,33,0,484,20210630,M,Wimbledon,R128
89619,20210630-M-Wimbledon-R128-Gregoire_Barrere-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,131,54,102,52,95,52,3,563,20210630,M,Wimbledon,R128
89640,20210629-M-Wimbledon-R128-Feliciano_Lopez-Daniel_Evans,Feliciano Lopez,Total,93,21,65,18,58,18,0,347,20210629,M,Wimbledon,R128
89661,20210629-M-Wimbledon-R128-Feliciano_Lopez-Daniel_Evans,Daniel Evans,Total,91,32,62,28,58,28,0,267,20210629,M,Wimbledon,R128
89682,20210701-M-Wimbledon-R64-Richard_Gasquet-Roger_Federer,Richard Gasquet,Total,95,24,65,24,62,24,1,289,20210701,M,Wimbledon,R64
89703,20210701-M-Wimbledon-R64-Richard_Gasquet-Roger_Federer,Roger Federer,Total,95,38,73,36,64,36,3,349,20210701,M,Wimbledon,R64
89724,20210627-M-ITF_Alkmaar-F-Jelle_Sels-Nicolas_Alvarez_Varona,Jelle Sels,Total,47,25,40,22,39,22,0,289,20210627,M,ITF_Alkmaar,F
89745,20210627-M-ITF_Alkmaar-F-Jelle_Sels-Nicolas_Alvarez_Varona,Nicolas Alvarez Varona,Total,56,19,43,17,39,17,0,259,20210627,M,ITF_Alkmaar,F
89766,20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,Lorenzo Sonego,Total,78,21,53,20,48,20,0,226,20210705,M,Wimbledon,R16
89787,20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,Roger Federer,Total,108,46,84,44,77,44,1,350,20210705,M,Wimbledon,R16
89808,20210707-M-Wimbledon-QF-Novak_Djokovic-Marton_Fucsovics,Novak Djokovic,Total,101,44,81,39,76,39,2,528,20210707,M,Wimbledon,QF
89829,20210707-M-Wimbledon-QF-Novak_Djokovic-Marton_Fucsovics,Marton Fucsovics,Total,93,29,68,26,66,26,0,393,20210707,M,Wimbledon,QF
89850,20210711-M-Wimbledon-F-Novak_Djokovic-Matteo_Berrettini,Novak Djokovic,Total,154,61,105,58,103,58,1,590,20210711,M,Wimbledon,F
89871,20210711-M-Wimbledon-F-Novak_Djokovic-Matteo_Berrettini,Matteo Berrettini,Total,122,38,86,34,82,34,0,446,20210711,M,Wimbledon,F
89892,20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,Hubert Hurkacz,Total,103,24,57,23,52,23,0,292,20210709,M,Wimbledon,SF
89913,20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,Matteo Berrettini,Total,121,48,92,47,86,47,1,442,20210709,M,Wimbledon,SF
89934,20210709-M-Wimbledon-SF-Novak_Djokovic-Denis_Shapovalov,Novak Djokovic,Total,108,36,71,30,68,30,0,368,20210709,M,Wimbledon,SF
89955,20210709-M-Wimbledon-SF-Novak_Djokovic-Denis_Shapovalov,Denis Shapovalov,Total,112,32,76,27,72,27,0,433,20210709,M,Wimbledon,SF
89976,20210716-M-Newport-QF-Jenson_Brooksby-Peter_Gojowczyk,Jenson Brooksby,Total,46,27,36,22,33,22,2,166,20210716,M,Newport,QF
89994,20210716-M-Newport-QF-Jenson_Brooksby-Peter_Gojowczyk,Peter Gojowczyk,Total,41,12,34,12,30,12,1,159,20210716,M,Newport,QF
90012,20210717-M-Newport-SF-Jenson_Brooksby-Jordan_Thompson,Jenson Brooksby,Total,74,30,66,30,56,30,1,338,20210717,M,Newport,SF
90030,20210717-M-Newport-SF-Jenson_Brooksby-Jordan_Thompson,Jordan Thompson,Total,80,27,70,27,56,27,1,341,20210717,M,Newport,SF
90048,20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos,Carlos Alcaraz,Total,138,59,104,53,94,53,1,541,20200218,M,Rio_de_Janeiro,R32
90069,20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos,Albert Ramos,Total,153,66,134,61,129,61,1,706,20200218,M,Rio_de_Janeiro,R32
90090,20210718-M-Amersfoort_CH-F-Tallon_Griekspoor-Botic_Van_De_Zandschulp,Tallon Griekspoor,Total,76,34,61,30,58,30,1,298,20210718,M,Amersfoort_CH,F
90111,20210718-M-Amersfoort_CH-F-Tallon_Griekspoor-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,94,37,64,34,55,34,7,272,20210718,M,Amersfoort_CH,F
90132,20210704-M-ITF_The_Hague-F-Javier_Barranco_Cosano-Jelle_Sels,Javier Barranco Cosano,Total,88,42,77,42,76,42,0,468,20210704,M,ITF_The_Hague,F
90153,20210704-M-ITF_The_Hague-F-Javier_Barranco_Cosano-Jelle_Sels,Jelle Sels,Total,71,25,59,24,54,24,0,395,20210704,M,ITF_The_Hague,F
90174,20210601-M-Roland_Garros-R128-Albert_Ramos-Gael_Monfils,Albert Ramos,Total,135,58,101,49,96,49,1,512,20210601,M,Roland_Garros,R128
90195,20210601-M-Roland_Garros-R128-Albert_Ramos-Gael_Monfils,Gael Monfils,Total,129,53,115,48,108,48,5,641,20210601,M,Roland_Garros,R128
90216,20210707-M-Wimbledon-QF-Felix_Auger_Aliassime-Matteo_Berrettini,Felix Auger Aliassime,Total,136,45,84,42,81,42,1,406,20210707,M,Wimbledon,QF
90237,20210707-M-Wimbledon-QF-Felix_Auger_Aliassime-Matteo_Berrettini,Matteo Berrettini,Total,110,40,69,34,69,34,0,384,20210707,M,Wimbledon,QF
90258,20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,Feliciano Lopez,Total,120,39,84,34,78,34,2,462,20210722,M,Gstaad,R16
90279,20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,Mikael Ymer,Total,112,35,71,29,62,29,2,333,20210722,M,Gstaad,R16
90300,20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer,Hubert Hurkacz,Total,93,42,71,39,69,39,3,304,20210701,M,Wimbledon,QF
90321,20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer,Roger Federer,Total,88,27,57,24,55,24,3,254,20210701,M,Wimbledon,QF
90342,20210724-M-Olympics-R64-Alexander_Bublik-Daniil_Medvedev,Alexander Bublik,Total,75,22,52,21,49,21,2,256,20210724,M,Olympics,R64
90360,20210724-M-Olympics-R64-Alexander_Bublik-Daniil_Medvedev,Daniil Medvedev,Total,80,33,57,27,48,27,1,235,20210724,M,Olympics,R64
90378,20210723-M-Gstaad-QF-Cristian_Garin-Hugo_Gaston,Cristian Garin,Total,92,34,73,30,70,30,0,402,20210723,M,Gstaad,QF
90399,20210723-M-Gstaad-QF-Cristian_Garin-Hugo_Gaston,Hugo Gaston,Total,101,37,74,33,64,33,4,352,20210723,M,Gstaad,QF
90420,20100622-M-Wimbledon-R128-Nicolas_Mahut-John_Isner,Nicolas Mahut,Total,491,117,227,107,227,107,13,1096,20100622,M,Wimbledon,R128
90441,20100622-M-Wimbledon-R128-Nicolas_Mahut-John_Isner,John Isner,Total,489,104,238,83,238,83,8,1210,20100622,M,Wimbledon,R128
90462,20210729-M-Olympics-QF-Novak_Djokovic-Kei_Nishikori,Novak Djokovic,Total,48,28,42,26,40,26,1,238,20210729,M,Olympics,QF
90483,20210729-M-Olympics-QF-Novak_Djokovic-Kei_Nishikori,Kei Nishikori,Total,42,11,29,7,26,7,0,169,20210729,M,Olympics,QF
90504,20100630-M-Wimbledon-QF-Roger_Federer-Tomas_Berdych,Roger Federer,Total,124,41,73,36,69,36,0,422,20100630,M,Wimbledon,QF
90525,20100630-M-Wimbledon-QF-Roger_Federer-Tomas_Berdych,Tomas Berdych,Total,121,45,77,44,75,44,4,361,20100630,M,Wimbledon,QF
90546,20130626-M-Wimbledon-R64-Roger_Federer-Sergiy_Stakhovsky,Roger Federer,Total,165,46,112,44,111,44,4,473,20130626,M,Wimbledon,R64
90567,20130626-M-Wimbledon-R64-Roger_Federer-Sergiy_Stakhovsky,Sergiy Stakhovsky,Total,158,43,107,42,104,42,1,578,20130626,M,Wimbledon,R64
90588,20210730-M-Olympics-SF-Novak_Djokovic-Alexander_Zverev,Novak Djokovic,Total,72,29,48,28,48,28,0,310,20210730,M,Olympics,SF
90609,20210730-M-Olympics-SF-Novak_Djokovic-Alexander_Zverev,Alexander Zverev,Total,79,40,62,39,62,39,1,432,20210730,M,Olympics,SF
90630,20210729-M-Olympics-SF-Pablo_Carreno_Busta-Karen_Khachanov,Pablo Carreno Busta,Total,46,9,28,7,25,7,0,205,20210729,M,Olympics,SF
90651,20210729-M-Olympics-SF-Pablo_Carreno_Busta-Karen_Khachanov,Karen Khachanov,Total,57,25,44,25,42,25,1,268,20210729,M,Olympics,SF
90672,20210801-M-Olympics-F-Karen_Khachanov-Alexander_Zverev,Karen Khachanov,Total,45,11,31,11,30,11,0,176,20210801,M,Olympics,F
90692,20210801-M-Olympics-F-Karen_Khachanov-Alexander_Zverev,Alexander Zverev,Total,63,31,52,30,51,30,1,305,20210801,M,Olympics,F
90713,19850608-M-Roland_Garros-SF-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,Total,29,7,20,6,20,6,0,257,19850608,M,Roland_Garros,SF
90734,19850608-M-Roland_Garros-SF-Jimmy_Connors-Ivan_Lendl,Ivan Lendl,Total,36,19,34,19,34,19,0,315,19850608,M,Roland_Garros,SF
90755,19850608-M-Roland_Garros-SF-John_Mcenroe-Mats_Wilander,John Mcenroe,Total,127,51,111,50,103,50,2,701,19850608,M,Roland_Garros,SF
90776,19850608-M-Roland_Garros-SF-John_Mcenroe-Mats_Wilander,Mats Wilander,Total,106,53,91,51,89,51,1,431,19850608,M,Roland_Garros,SF
90796,20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven,Benjamin Bonzi,Total,105,31,70,26,61,26,2,281,20210801,M,Segovia_CH,F
90817,20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven,Tim Van Rijthoven,Total,117,38,86,34,76,34,4,393,20210801,M,Segovia_CH,F
90838,20210609-M-Roland_Garros-QF-Rafael_Nadal-Diego_Schwartzman,Rafael Nadal,Total,93,43,79,40,77,40,2,473,20210609,M,Roland_Garros,QF
90859,20210609-M-Roland_Garros-QF-Rafael_Nadal-Diego_Schwartzman,Diego Schwartzman,Total,91,26,71,23,70,23,1,438,20210609,M,Roland_Garros,QF
90880,20210608-M-Roland_Garros-QF-Alexander_Zverev-Alejandro_Davidovich_Fokina,Alexander Zverev,Total,73,43,65,40,63,40,2,305,20210608,M,Roland_Garros,QF
90900,20210608-M-Roland_Garros-QF-Alexander_Zverev-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,62,20,47,17,44,17,0,257,20210608,M,Roland_Garros,QF
90921,20210729-M-Olympics-QF-Jeremy_Chardy-Alexander_Zverev,Jeremy Chardy,Total,38,6,19,5,15,5,0,89,20210729,M,Olympics,QF
90942,20210729-M-Olympics-QF-Jeremy_Chardy-Alexander_Zverev,Alexander Zverev,Total,62,29,44,26,43,26,1,230,20210729,M,Olympics,QF
90963,20210609-M-Roland_Garros-QF-Novak_Djokovic-Matteo_Berrettini,Novak Djokovic,Total,144,56,100,53,98,53,3,543,20210609,M,Roland_Garros,QF
90984,20210609-M-Roland_Garros-QF-Novak_Djokovic-Matteo_Berrettini,Matteo Berrettini,Total,132,35,96,34,94,34,1,518,20210609,M,Roland_Garros,QF
91005,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,Novak Djokovic,Total,118,37,89,37,86,37,1,675,20210731,M,Olympics,BR
91026,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,87,27,62,24,59,24,2,351,20210731,M,Olympics,BR
91047,20210627-M-Eastbourne-F-Lorenzo_Sonego-Alex_De_Minaur,Lorenzo Sonego,Total,104,34,81,31,77,31,0,453,20210627,M,Eastbourne,F
91068,20210627-M-Eastbourne-F-Lorenzo_Sonego-Alex_De_Minaur,Alex De Minaur,Total,110,37,82,35,81,35,0,455,20210627,M,Eastbourne,F
91089,20200905-M-US_Open-R32-Casper_Ruud-Matteo_Berrettini,Casper Ruud,Total,88,24,55,20,49,20,0,258,20200905,M,US_Open,R32
91107,20200905-M-US_Open-R32-Casper_Ruud-Matteo_Berrettini,Matteo Berrettini,Total,86,33,66,30,63,30,0,404,20200905,M,US_Open,R32
91125,20210605-M-Madrid_Masters-R16-Casper_Ruud-Stefanos_Tsitsipas,Casper Ruud,Total,62,15,46,12,46,12,2,236,20210605,M,Madrid_Masters,R16
91143,20210605-M-Madrid_Masters-R16-Casper_Ruud-Stefanos_Tsitsipas,Stefanos Tsitsipas,Total,68,18,49,17,49,17,0,291,20210605,M,Madrid_Masters,R16
91161,19910818-M-Indianapolis-F-Pete_Sampras-Boris_Becker,Pete Sampras,Total,81,32,48,24,45,24,4,235,19910818,M,Indianapolis,F
91182,19910818-M-Indianapolis-F-Pete_Sampras-Boris_Becker,Boris Becker,Total,71,25,44,24,39,24,1,233,19910818,M,Indianapolis,F
91203,19980222-M-Memphis-F-Mark_Philippoussis-Michael_Chang,Mark Philippoussis,Total,42,20,33,20,32,20,2,192,19980222,M,Memphis,F
91224,19980222-M-Memphis-F-Mark_Philippoussis-Michael_Chang,Michael Chang,Total,40,12,21,9,18,9,1,111,19980222,M,Memphis,F
91244,20210810-M-Canada_Masters-R64-John_Isner-Alejandro_Davidovich_Fokina,John Isner,Total,45,22,31,18,29,18,0,133,20210810,M,Canada_Masters,R64
91261,20210810-M-Canada_Masters-R64-John_Isner-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,52,16,18,14,18,14,0,104,20210810,M,Canada_Masters,R64
91278,20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,John Isner,Total,41,7,17,4,15,4,0,111,20210815,M,Canada_Masters,SF
91296,20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,Daniil Medvedev,Total,50,25,39,24,38,24,1,194,20210815,M,Canada_Masters,SF
91314,20210816-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,Andy Murray,Total,72,31,60,29,59,29,2,315,20210816,M,Cincinnati_Masters,R64
91335,20210816-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,Richard Gasquet,Total,66,23,43,21,42,21,0,297,20210816,M,Cincinnati_Masters,R64
91356,20210818-M-Cincinnati_Masters-R32-Gael_Monfils-Alex_De_Minaur,Gael Monfils,Total,80,35,67,33,66,33,1,429,20210818,M,Cincinnati_Masters,R32
91377,20210818-M-Cincinnati_Masters-R32-Gael_Monfils-Alex_De_Minaur,Alex De Minaur,Total,70,23,48,18,46,18,0,282,20210818,M,Cincinnati_Masters,R32
91398,20210810-M-Canada_Masters-R64-Reilly_Opelka-Nick_Kyrgios,Reilly Opelka,Total,108,36,59,31,55,31,4,275,20210810,M,Canada_Masters,R64
91416,20210810-M-Canada_Masters-R64-Reilly_Opelka-Nick_Kyrgios,Nick Kyrgios,Total,87,21,44,18,41,18,1,205,20210810,M,Canada_Masters,R64
91434,20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,Reilly Opelka,Total,52,13,30,8,24,8,0,198,20210815,M,Canada_Masters,F
91455,20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,Daniil Medvedev,Total,78,34,56,31,53,31,2,313,20210815,M,Canada_Masters,F
91476,20210813-M-Canada_Masters-QF-Reilly_Opelka-Roberto_Bautista_Agut,Reilly Opelka,Total,48,9,28,9,26,9,0,159,20210813,M,Canada_Masters,QF
91494,20210813-M-Canada_Masters-QF-Reilly_Opelka-Roberto_Bautista_Agut,Roberto Bautista Agut,Total,62,14,31,12,30,12,0,168,20210813,M,Canada_Masters,QF
91512,20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Michel Kratochvil,Total,62,19,50,18,44,18,2,354,20011007,M,Tokyo,F
91533,20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Lleyton Hewitt,Total,54,24,44,22,42,22,1,292,20011007,M,Tokyo,F
91554,20210801-M-ITF_Champaign-F-Ben_Shelton-Gijs_Brouwer,Ben Shelton,Total,78,36,63,32,62,32,1,330,20210801,M,ITF_Champaign,F
91575,20210801-M-ITF_Champaign-F-Ben_Shelton-Gijs_Brouwer,Gijs Brouwer,Total,78,31,52,25,50,25,0,275,20210801,M,ITF_Champaign,F
91596,20210524-M-Roland_Garros-Q1-Thiago_Seyboth_Wild-Viktor_Troicki,Thiago Seyboth Wild,Total,115,46,95,46,91,46,1,547,20210524,M,Roland_Garros,Q1
91617,20210524-M-Roland_Garros-Q1-Thiago_Seyboth_Wild-Viktor_Troicki,Viktor Troicki,Total,84,22,65,20,57,20,1,324,20210524,M,Roland_Garros,Q1
91638,20210830-M-US_Open-R128-Carlos_Taberner-Botic_Van_De_Zandschulp,Carlos Taberner,Total,143,53,95,45,89,45,0,500,20210830,M,US_Open,R128
91659,20210830-M-US_Open-R128-Carlos_Taberner-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,144,53,97,46,84,46,2,562,20210830,M,US_Open,R128
91680,20210830-M-US_Open-R128-Stefanos_Tsitsipas-Andy_Murray,Stefanos Tsitsipas,Total,163,58,120,55,113,55,2,762,20210830,M,US_Open,R128
91701,20210830-M-US_Open-R128-Stefanos_Tsitsipas-Andy_Murray,Andy Murray,Total,146,45,101,40,93,40,0,604,20210830,M,US_Open,R128
91722,20210820-M-Cincinnati_Masters-QF-Daniil_Medvedev-Pablo_Carreno_Busta,Daniil Medvedev,Total,52,28,39,26,39,26,1,270,20210820,M,Cincinnati_Masters,QF
91740,20210820-M-Cincinnati_Masters-QF-Daniil_Medvedev-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,34,6,18,4,17,4,2,106,20210820,M,Cincinnati_Masters,QF
91758,20210814-M-Canada_Masters-QF-John_Isner-Gael_Monfils,John Isner,Total,73,25,36,14,32,14,0,205,20210814,M,Canada_Masters,QF
91776,20210814-M-Canada_Masters-QF-John_Isner-Gael_Monfils,Gael Monfils,Total,67,17,37,15,37,15,0,178,20210814,M,Canada_Masters,QF
91794,20210812-M-Canada_Masters-R16-John_Isner-Andrey_Rublev,John Isner,Total,74,21,42,17,36,17,2,189,20210812,M,Canada_Masters,R16
91812,20210812-M-Canada_Masters-R16-John_Isner-Andrey_Rublev,Andrey Rublev,Total,76,21,34,20,34,20,0,178,20210812,M,Canada_Masters,R16
91830,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,Novak Djokovic,Total,76,39,62,37,59,37,1,371,20210902,M,US_Open,R64
91851,20210902-M-US_Open-R64-Novak_Djokovic-Tallon_Griekspoor,Tallon Griekspoor,Total,72,21,38,16,31,16,0,200,20210902,M,US_Open,R64
91872,20210808-M-Washington-F-Jannik_Sinner-Mackenzie_Mcdonald,Jannik Sinner,Total,125,52,94,47,89,47,0,556,20210808,M,Washington,F
91893,20210808-M-Washington-F-Jannik_Sinner-Mackenzie_Mcdonald,Mackenzie Mcdonald,Total,107,41,90,40,80,40,3,461,20210808,M,Washington,F
91914,20210903-M-US_Open-R32-Facundo_Bagnis-Botic_Van_De_Zandschulp,Facundo Bagnis,Total,105,37,75,32,70,32,3,439,20210903,M,US_Open,R32
91935,20210903-M-US_Open-R32-Facundo_Bagnis-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,118,56,89,49,85,49,1,533,20210903,M,US_Open,R32
91956,20210901-M-US_Open-R64-Casper_Ruud-Botic_Van_De_Zandschulp,Casper Ruud,Total,124,42,92,37,85,37,1,577,20210901,M,US_Open,R64
91977,20210901-M-US_Open-R64-Casper_Ruud-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,115,43,90,40,83,40,2,583,20210901,M,US_Open,R64
91998,20210831-M-US_Open-R128-Feliciano_Lopez-Bernabe_Zapata_Miralles,Feliciano Lopez,Total,143,36,98,33,87,33,0,654,20210831,M,US_Open,R128
92019,20210831-M-US_Open-R128-Feliciano_Lopez-Bernabe_Zapata_Miralles,Bernabe Zapata Miralles,Total,155,48,82,32,74,32,1,353,20210831,M,US_Open,R128
92040,20210830-M-US_Open-R128-Andrey_Rublev-Ivo_Karlovic,Andrey Rublev,Total,80,23,37,20,37,20,2,152,20210830,M,US_Open,R128
92058,20210830-M-US_Open-R128-Andrey_Rublev-Ivo_Karlovic,Ivo Karlovic,Total,87,16,56,15,46,15,3,224,20210830,M,US_Open,R128
92076,20210904-M-US_Open-R32-Jannik_Sinner-Gael_Monfils,Jannik Sinner,Total,170,71,108,61,104,61,2,561,20210904,M,US_Open,R32
