,match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep,tourney_date,sm,tourney_name,sm2
45579,20180711-M-Wimbledon-QF-Kevin_Anderson-Roger_Federer,Kevin Anderson,Total,104,22,78,30,7,2,3,1,0,20180711,M,Wimbledon,QF
45597,20180711-M-Wimbledon-QF-Kevin_Anderson-Roger_Federer,Roger Federer,Total,130,25,102,34,6,2,2,2,0,20180711,M,Wimbledon,QF
45615,20180713-M-Wimbledon-SF-Kevin_Anderson-John_Isner,Kevin Anderson,Total,152,61,91,23,2,1,0,1,0,20180713,M,Wimbledon,SF
45633,20180713-M-Wimbledon-SF-Kevin_Anderson-John_Isner,John Isner,Total,161,49,99,40,16,5,7,4,0,20180713,M,Wimbledon,SF
45651,20180713-M-Wimbledon-SF-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,123,32,89,31,5,2,2,1,0,20180713,M,Wimbledon,SF
45669,20180713-M-Wimbledon-SF-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,159,25,132,57,8,5,2,1,0,20180713,M,Wimbledon,SF
45687,20180711-M-Wimbledon-QF-Novak_Djokovic-Kei_Nishikori,Novak Djokovic,Total,96,18,78,35,3,1,0,2,0,20180711,M,Wimbledon,QF
45705,20180711-M-Wimbledon-QF-Novak_Djokovic-Kei_Nishikori,Kei Nishikori,Total,68,13,56,21,1,0,0,1,0,20180711,M,Wimbledon,QF
45723,20180709-M-Wimbledon-R16-Adrian_Mannarino-Roger_Federer,Adrian Mannarino,Total,47,10,36,18,2,0,1,1,0,20180709,M,Wimbledon,R16
45741,20180709-M-Wimbledon-R16-Adrian_Mannarino-Roger_Federer,Roger Federer,Total,80,18,60,24,3,0,1,1,0,20180709,M,Wimbledon,R16
45759,20180711-M-Wimbledon-QF-Rafael_Nadal-Juan_Martin_Del_Potro,Rafael Nadal,Total,110,30,77,33,6,1,2,3,0,20180711,M,Wimbledon,QF
45777,20180711-M-Wimbledon-QF-Rafael_Nadal-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,129,29,95,30,8,3,4,0,0,20180711,M,Wimbledon,QF
45795,20180928-M-Shenzhen-QF-Alex_De_Minaur-Damir_Dzumhur,Alex De Minaur,Total,57,16,39,13,2,1,1,0,0,20180928,M,Shenzhen,QF
45813,20180928-M-Shenzhen-QF-Alex_De_Minaur-Damir_Dzumhur,Damir Dzumhur,Total,59,11,44,13,4,1,2,1,0,20180928,M,Shenzhen,QF
45838,20180811-M-Canada_Masters-SF-Rafael_Nadal-Karen_Khachanov,Karen Khachanov,Total,49,9,40,17,0,0,0,0,0,20180811,M,Canada_Masters,SF
45856,20080105-M-Doha-F-Stan_Wawrinka-Andy_Murray,Stan Wawrinka,Total,70,17,48,6,5,0,4,1,0,20080105,M,Doha,F
45874,20080105-M-Doha-F-Stan_Wawrinka-Andy_Murray,Andy Murray,Total,87,14,69,9,4,0,4,0,0,20080105,M,Doha,F
45892,20180901-M-US_Open-R32-Roger_Federer-Nick_Kyrgios,Roger Federer,Total,59,22,34,10,3,2,0,1,0,20180901,M,US_Open,R32
45910,20180901-M-US_Open-R32-Roger_Federer-Nick_Kyrgios,Nick Kyrgios,Total,60,19,38,15,4,2,1,1,0,20180901,M,US_Open,R32
45928,20180828-M-US_Open-R128-Yoshihito_Nishioka-Roger_Federer,Yoshihito Nishioka,Total,56,22,33,10,2,0,0,2,0,20180828,M,US_Open,R128
45946,20180828-M-US_Open-R128-Yoshihito_Nishioka-Roger_Federer,Roger Federer,Total,92,25,60,19,9,2,3,3,1,20180828,M,US_Open,R128
45964,20180830-M-US_Open-R64-Benoit_Paire-Roger_Federer,Benoit Paire,Total,69,31,35,11,5,1,1,2,1,20180830,M,US_Open,R64
45982,20180830-M-US_Open-R64-Benoit_Paire-Roger_Federer,Roger Federer,Total,67,16,44,16,9,4,2,2,0,20180830,M,US_Open,R64
46000,20180903-M-US_Open-R16-Roger_Federer-John_Millman,Roger Federer,Total,107,27,72,32,10,3,4,2,1,20180903,M,US_Open,R16
46018,20180903-M-US_Open-R16-Roger_Federer-John_Millman,John Millman,Total,118,44,70,23,4,0,2,1,1,20180903,M,US_Open,R16
46036,20180831-M-US_Open-R32-Rafael_Nadal-Karen_Khachanov,Rafael Nadal,Total,121,47,74,25,3,2,0,1,0,20180831,M,US_Open,R32
46054,20180831-M-US_Open-R32-Rafael_Nadal-Karen_Khachanov,Karen Khachanov,Total,115,28,83,26,6,3,1,2,0,20180831,M,US_Open,R32
46072,20180909-M-US_Open-F-Novak_Djokovic-Juan_Martin_Del_Potro,Novak Djokovic,Total,71,7,63,10,1,0,1,0,0,20180909,M,US_Open,F
46090,20180909-M-US_Open-F-Novak_Djokovic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,104,24,76,7,4,1,1,2,0,20180909,M,US_Open,F
46108,20060219-M-San_Jose-F-Lleyton_Hewitt-Andy_Murray,Lleyton Hewitt,Total,59,15,43,7,1,0,0,1,0,20060219,M,San_Jose,F
46126,20060219-M-San_Jose-F-Lleyton_Hewitt-Andy_Murray,Andy Murray,Total,87,16,64,5,7,3,4,0,0,20060219,M,San_Jose,F
46144,20090109-M-Doha-SF-Roger_Federer-Andy_Murray,Roger Federer,Total,61,12,48,9,1,0,0,1,0,20090109,M,Doha,SF
46162,20090109-M-Doha-SF-Roger_Federer-Andy_Murray,Andy Murray,Total,76,20,51,2,5,3,2,0,0,20090109,M,Doha,SF
46180,20070707-M-Wimbledon-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,13,1,12,2,0,0,0,0,0,20070707,M,Wimbledon,SF
46198,20070707-M-Wimbledon-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,24,5,19,3,0,0,0,0,0,20070707,M,Wimbledon,SF
46216,20061008-M-Metz-F-Novak_Djokovic-Jurgen_Melzer,Novak Djokovic,Total,62,13,45,5,4,1,2,1,0,20061008,M,Metz,F
46234,20061008-M-Metz-F-Novak_Djokovic-Jurgen_Melzer,Jurgen Melzer,Total,61,12,45,9,4,1,1,1,1,20061008,M,Metz,F
46252,20180919-M-St_Petersburg-R16-Stan_Wawrinka-Karen_Khachanov,Stan Wawrinka,Total,75,24,47,19,3,1,1,1,0,20180919,M,St_Petersburg,R16
46270,20180919-M-St_Petersburg-R16-Stan_Wawrinka-Karen_Khachanov,Karen Khachanov,Total,71,22,40,12,9,3,6,0,0,20180919,M,St_Petersburg,R16
46288,20101124-M-Tour_Finals-RR-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,46,8,34,4,4,3,0,0,0,20101124,M,Tour_Finals,RR
46306,20101124-M-Tour_Finals-RR-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,44,11,29,2,4,0,3,1,0,20101124,M,Tour_Finals,RR
46324,20070329-M-Miami_Masters-QF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,37,7,28,2,2,0,0,2,0,20070329,M,Miami_Masters,QF
46342,20070329-M-Miami_Masters-QF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,50,17,31,5,2,1,0,1,0,20070329,M,Miami_Masters,QF
46360,20070812-M-Canada_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,50,14,31,7,5,0,4,1,0,20070812,M,Canada_Masters,SF
46378,20070812-M-Canada_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,44,9,30,5,5,2,1,2,0,20070812,M,Canada_Masters,SF
46396,20130810-M-Canada_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,71,13,55,7,3,0,2,1,0,20130810,M,Canada_Masters,SF
46414,20130810-M-Canada_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,65,12,49,11,4,2,1,1,0,20130810,M,Canada_Masters,SF
46432,20160513-M-Rome_Masters-QF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,73,19,54,9,0,0,0,0,0,20160513,M,Rome_Masters,QF
46449,20160513-M-Rome_Masters-QF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,67,16,47,6,4,2,2,0,0,20160513,M,Rome_Masters,QF
46467,20070511-M-Rome_Masters-QF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,39,5,34,7,0,0,0,0,0,20070511,M,Rome_Masters,QF
46484,20070511-M-Rome_Masters-QF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,59,16,42,5,1,0,0,1,0,20070511,M,Rome_Masters,QF
46502,20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Yevgeny Kafelnikov,Total,50,0,0,0,1,0,0,0,0,20010907,M,US_Open,SF
46520,20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Lleyton Hewitt,Total,41,0,0,0,1,0,0,0,0,20010907,M,US_Open,SF
46537,20090822-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,47,6,39,4,2,1,1,0,0,20090822,M,Cincinnati_Masters,SF
46555,20090822-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,39,10,24,2,5,1,4,0,0,20090822,M,Cincinnati_Masters,SF
46573,19950514-M-Hamburg_Masters-F-Andrei_Medvedev-Goran_Ivanisevic,Andrei Medvedev,Total,56,17,36,4,3,0,2,1,0,19950514,M,Hamburg_Masters,F
46591,19950514-M-Hamburg_Masters-F-Andrei_Medvedev-Goran_Ivanisevic,Goran Ivanisevic,Total,49,7,40,2,2,1,1,0,0,19950514,M,Hamburg_Masters,F
46609,20091127-M-Tour_Finals-RR-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,64,20,38,3,6,1,3,1,1,20091127,M,Tour_Finals,RR
46627,20091127-M-Tour_Finals-RR-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,56,8,46,6,2,0,1,1,0,20091127,M,Tour_Finals,RR
46645,20071115-M-Tour_Finals-RR-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,45,10,32,0,3,0,3,0,0,20071115,M,Tour_Finals,RR
46663,20071115-M-Tour_Finals-RR-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,54,17,32,3,5,0,2,2,1,20071115,M,Tour_Finals,RR
46680,20180923-M-Metz-F-Matthias_Bachinger-Gilles_Simon,Matthias Bachinger,Total,26,5,21,8,0,0,0,0,0,20180923,M,Metz,F
46698,20180923-M-Metz-F-Matthias_Bachinger-Gilles_Simon,Gilles Simon,Total,43,17,26,8,0,0,0,0,0,20180923,M,Metz,F
46716,20080517-M-Hamburg_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,92,12,78,14,2,1,1,0,0,20080517,M,Hamburg_Masters,SF
46734,20080517-M-Hamburg_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,83,31,50,2,2,1,0,1,0,20080517,M,Hamburg_Masters,SF
46752,20180803-M-Washington-R16-Hyeon_Chung-Alex_De_Minaur,Hyeon Chung,Total,63,16,44,13,2,1,0,1,0,20180803,M,Washington,R16
46770,20180803-M-Washington-R16-Hyeon_Chung-Alex_De_Minaur,Alex De Minaur,Total,59,20,38,14,1,0,0,1,0,20180803,M,Washington,R16
46788,20050319-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Lleyton Hewitt,Total,75,26,49,11,0,0,0,0,0,20050319,M,Indian_Wells_Masters,SF
46806,20050319-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Andy Roddick,Total,91,21,62,21,8,5,3,0,0,20050319,M,Indian_Wells_Masters,SF
46824,20050821-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Lleyton Hewitt,Total,43,23,19,2,1,1,0,0,0,20050821,M,Cincinnati_Masters,SF
46842,20050821-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Andy Roddick,Total,55,20,32,14,4,1,3,0,0,20050821,M,Cincinnati_Masters,SF
46860,20180916-M-Davis_Cup_World_Group_SF-RR-Marcel_Granollers-Nicolas_Mahut,Marcel Granollers,Total,62,19,39,10,2,1,1,0,0,20180916,M,Davis_Cup_World_Group_SF,RR
46878,20180916-M-Davis_Cup_World_Group_SF-RR-Marcel_Granollers-Nicolas_Mahut,Nicolas Mahut,Total,61,10,43,20,7,1,4,0,2,20180916,M,Davis_Cup_World_Group_SF,RR
46896,20180907-M-US_Open-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Rafael Nadal,Total,54,21,32,8,1,0,1,0,0,20180907,M,US_Open,SF
46914,20180907-M-US_Open-SF-Rafael_Nadal-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,56,15,40,14,1,0,0,0,1,20180907,M,US_Open,SF
46932,20180905-M-US_Open-QF-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Total,129,43,78,33,10,6,1,2,0,20180905,M,US_Open,QF
46950,20180905-M-US_Open-QF-Rafael_Nadal-Dominic_Thiem,Dominic Thiem,Total,131,27,102,44,6,2,3,1,0,20180905,M,US_Open,QF
46968,20071018-M-Madrid_Masters-R16-Andy_Murray-Rafael_Nadal,Andy Murray,Total,69,13,50,9,6,1,1,3,1,20071018,M,Madrid_Masters,R16
46986,20071018-M-Madrid_Masters-R16-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,66,20,43,6,3,2,0,1,0,20071018,M,Madrid_Masters,R16
47004,20180928-M-Shenzhen-QF-Alex_De_Minaur-Damir_Dzumhur,Alex De Minaur,Total,57,16,39,13,2,1,1,0,0,20180928,M,Shenzhen,QF
47022,20180928-M-Shenzhen-QF-Alex_De_Minaur-Damir_Dzumhur,Damir Dzumhur,Total,59,11,44,13,4,1,2,1,0,20180928,M,Shenzhen,QF
47040,20180919-M-St_Petersburg-R16-Stan_Wawrinka-Karen_Khachanov,Stan Wawrinka,Total,75,24,47,19,3,1,1,1,0,20180919,M,St_Petersburg,R16
47058,20180919-M-St_Petersburg-R16-Stan_Wawrinka-Karen_Khachanov,Karen Khachanov,Total,71,22,40,12,9,3,6,0,0,20180919,M,St_Petersburg,R16
47076,20150605-M-Roland_Garros-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,122,25,91,9,6,3,3,0,0,20150605,M,Roland_Garros,SF
47094,20150605-M-Roland_Garros-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,115,35,76,6,4,2,1,1,0,20150605,M,Roland_Garros,SF
47112,20020810-M-Cincinnati_Masters-QF-Andre_Agassi-Lleyton_Hewitt,Andre Agassi,Total,45,15,27,10,3,0,2,1,0,20020810,M,Cincinnati_Masters,QF
47130,20020810-M-Cincinnati_Masters-QF-Andre_Agassi-Lleyton_Hewitt,Lleyton Hewitt,Total,64,14,49,24,1,0,1,0,0,20020810,M,Cincinnati_Masters,QF
47148,20100702-M-Wimbledon-SF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,72,11,59,9,2,1,1,0,0,20100702,M,Wimbledon,SF
47166,20100702-M-Wimbledon-SF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,60,16,40,7,4,2,2,0,0,20100702,M,Wimbledon,SF
47184,20040911-M-US_Open-SF-Lleyton_Hewitt-Joachim_Johansson,Lleyton Hewitt,Total,62,20,39,11,3,1,1,1,0,20040911,M,US_Open,SF
47202,20040911-M-US_Open-SF-Lleyton_Hewitt-Joachim_Johansson,Joachim Johansson,Total,58,15,36,11,7,0,4,3,0,20040911,M,US_Open,SF
47220,20080702-M-Wimbledon-QF-Rafael_Nadal-Andy_Murray,Rafael Nadal,Total,70,17,48,9,5,0,3,2,0,20080702,M,Wimbledon,QF
47238,20080702-M-Wimbledon-QF-Rafael_Nadal-Andy_Murray,Andy Murray,Total,49,6,39,3,4,3,1,0,0,20080702,M,Wimbledon,QF
47256,20110701-M-Wimbledon-SF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,84,22,60,6,2,0,1,1,0,20110701,M,Wimbledon,SF
47274,20110701-M-Wimbledon-SF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,76,25,48,8,3,1,1,1,0,20110701,M,Wimbledon,SF
47292,20181001-M-Tokyo-R32-Denis_Kudla-Richard_Gasquet,Denis Kudla,Total,54,12,38,17,3,1,1,0,1,20181001,M,Tokyo,R32
47310,20181001-M-Tokyo-R32-Denis_Kudla-Richard_Gasquet,Richard Gasquet,Total,49,15,28,8,4,4,0,0,0,20181001,M,Tokyo,R32
47328,20181002-M-Tokyo-R32-Gilles_Simon-Alex_De_Minaur,Gilles Simon,Total,94,26,61,19,7,4,2,1,0,20181002,M,Tokyo,R32
47346,20181002-M-Tokyo-R32-Gilles_Simon-Alex_De_Minaur,Alex De Minaur,Total,101,16,80,26,5,0,3,2,0,20181002,M,Tokyo,R32
47364,20050114-M-Australian_Open-R16-Lleyton_Hewitt-Rafael_Nadal,Lleyton Hewitt,Total,140,37,85,29,17,6,4,6,1,20050114,M,Australian_Open,R16
47382,20050114-M-Australian_Open-R16-Lleyton_Hewitt-Rafael_Nadal,Rafael Nadal,Total,111,33,68,16,9,3,6,0,0,20050114,M,Australian_Open,R16
47399,20110603-M-Roland_Garros-SF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,101,20,78,10,3,2,1,0,0,20110603,M,Roland_Garros,SF
47417,20110603-M-Roland_Garros-SF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,83,25,56,2,2,1,0,1,0,20110603,M,Roland_Garros,SF
47435,20001028-M-Basel-SF-Lleyton_Hewitt-Roger_Federer,Lleyton Hewitt,Total,51,10,41,17,3,2,1,0,0,20001028,M,Basel,SF
47453,20001028-M-Basel-SF-Lleyton_Hewitt-Roger_Federer,Roger Federer,Total,40,10,32,19,3,0,2,1,0,20001028,M,Basel,SF
47471,20000205-M-Davis_Cup_World_Group_R1-RR-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,86,20,64,33,5,0,4,0,0,20000205,M,Davis_Cup_World_Group_R1,RR
47489,20000205-M-Davis_Cup_World_Group_R1-RR-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,98,31,64,19,5,2,3,0,0,20000205,M,Davis_Cup_World_Group_R1,RR
47507,20010622-M-s_Hertogenbosch-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,35,6,24,10,6,4,1,1,0,20010622,M,s_Hertogenbosch,SF
47524,20010622-M-s_Hertogenbosch-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,24,11,13,2,0,0,0,0,0,20010622,M,s_Hertogenbosch,SF
47542,20020329-M-Miami_Masters-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,60,10,48,15,4,3,0,1,0,20020329,M,Miami_Masters,SF
47560,20020329-M-Miami_Masters-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,47,14,28,10,5,3,0,1,1,20020329,M,Miami_Masters,SF
47578,20021101-M-Paris_Masters-QF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,59,14,41,19,5,3,2,0,0,20021101,M,Paris_Masters,QF
47596,20021101-M-Paris_Masters-QF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,49,19,29,9,1,0,1,0,0,20021101,M,Paris_Masters,QF
47614,20061114-M-Masters_Cup-RR-Roger_Federer-Andy_Roddick,Roger Federer,Total,71,18,49,17,2,1,0,1,0,20061114,M,Masters_Cup,RR
47632,20061114-M-Masters_Cup-RR-Roger_Federer-Andy_Roddick,Andy Roddick,Total,83,13,64,25,6,1,3,1,1,20061114,M,Masters_Cup,RR
47650,20061113-M-Masters_Cup-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,67,9,57,18,1,1,0,0,0,20061113,M,Masters_Cup,SF
47668,20061113-M-Masters_Cup-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,40,10,29,10,1,0,0,1,0,20061113,M,Masters_Cup,SF
47686,20070122-M-Australian_Open-R16-Rafael_Nadal-Andy_Murray,Rafael Nadal,Total,120,32,83,9,5,0,3,0,2,20070122,M,Australian_Open,R16
47704,20070122-M-Australian_Open-R16-Rafael_Nadal-Andy_Murray,Andy Murray,Total,130,20,103,14,7,2,4,1,0,20070122,M,Australian_Open,R16
47722,19960825-M-Canada_Masters-F-Todd_Woodbridge-Wayne_Ferreira,Todd Woodbridge,Total,39,10,23,1,6,0,3,2,1,19960825,M,Canada_Masters,F
47740,19960825-M-Canada_Masters-F-Todd_Woodbridge-Wayne_Ferreira,Wayne Ferreira,Total,46,7,35,1,4,1,2,1,0,19960825,M,Canada_Masters,F
47758,19961105-M-Paris_Masters-F-Yevgeny_Kafelnikov-Thomas_Enqvist,Yevgeny Kafelnikov,Total,43,9,30,3,4,1,0,3,0,19961105,M,Paris_Masters,F
47776,19961105-M-Paris_Masters-F-Yevgeny_Kafelnikov-Thomas_Enqvist,Thomas Enqvist,Total,55,13,39,7,3,1,1,0,1,19961105,M,Paris_Masters,F
47794,20121107-M-Tour_Finals-RR-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,69,10,53,10,5,3,1,1,0,20121107,M,Tour_Finals,RR
47812,20121107-M-Tour_Finals-RR-Novak_Djokovic-Andy_Murray,Andy Murray,Total,80,17,60,9,3,1,1,1,0,20121107,M,Tour_Finals,RR
47830,20021116-M-Masters_Cup-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,101,27,70,21,4,2,0,2,0,20021116,M,Masters_Cup,SF
47848,20021116-M-Masters_Cup-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,94,30,59,16,6,3,3,0,0,20021116,M,Masters_Cup,SF
47866,20140326-M-Miami_Masters-QF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,44,9,34,11,1,0,1,0,0,20140326,M,Miami_Masters,QF
47884,20140326-M-Miami_Masters-QF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,45,9,33,10,3,1,1,1,0,20140326,M,Miami_Masters,QF
47902,20050126-M-Australian_Open-QF-Lleyton_Hewitt-David_Nalbandian,Lleyton Hewitt,Total,118,23,91,24,4,2,2,0,0,20050126,M,Australian_Open,QF
47920,20050126-M-Australian_Open-QF-Lleyton_Hewitt-David_Nalbandian,David Nalbandian,Total,111,17,84,34,10,4,4,1,1,20050126,M,Australian_Open,QF
47938,19960519-M-Rome_Masters-F-Richard_Krajicek-Thomas_Muster,Richard Krajicek,Total,82,14,64,14,4,2,1,1,0,19960519,M,Rome_Masters,F
47956,19960519-M-Rome_Masters-F-Richard_Krajicek-Thomas_Muster,Thomas Muster,Total,77,45,28,0,4,3,1,0,0,19960519,M,Rome_Masters,F
47974,20181014-M-Shanghai_Masters-F-Novak_Djokovic-Borna_Coric,Novak Djokovic,Total,59,13,45,2,1,1,0,0,0,20181014,M,Shanghai_Masters,F
47992,20181014-M-Shanghai_Masters-F-Novak_Djokovic-Borna_Coric,Borna Coric,Total,37,8,27,3,2,0,1,1,0,20181014,M,Shanghai_Masters,F
48010,20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt,Roger Federer,Total,79,13,64,25,3,1,1,0,1,20040126,M,Australian_Open,R16
48028,20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Total,83,21,59,20,7,4,0,3,0,20040126,M,Australian_Open,R16
48046,19950311-M-Indian_Wells_Masters-SF-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,59,26,29,3,4,1,2,1,0,19950311,M,Indian_Wells_Masters,SF
48064,19950311-M-Indian_Wells_Masters-SF-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,54,20,32,2,2,0,1,1,0,19950311,M,Indian_Wells_Masters,SF
48082,20181016-M-Stockholm-R32-Philipp_Kohlschreiber-Alex_De_Minaur,Philipp Kohlschreiber,Total,94,20,68,29,5,1,2,2,0,20181016,M,Stockholm,R32
48100,20181016-M-Stockholm-R32-Philipp_Kohlschreiber-Alex_De_Minaur,Alex De Minaur,Total,83,28,51,12,4,1,3,0,0,20181016,M,Stockholm,R32
48118,19940305-M-Indian_Wells_Masters-SF-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,59,28,24,0,7,2,2,3,0,19940305,M,Indian_Wells_Masters,SF
48136,19940305-M-Indian_Wells_Masters-SF-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,49,18,25,1,6,2,4,0,0,19940305,M,Indian_Wells_Masters,SF
48154,20040909-M-US_Open-QF-Lleyton_Hewitt-Tommy_Haas,Lleyton Hewitt,Total,65,16,47,16,2,1,0,1,0,20040909,M,US_Open,QF
48172,20040909-M-US_Open-QF-Lleyton_Hewitt-Tommy_Haas,Tommy Haas,Total,55,13,40,20,2,0,1,1,0,20040909,M,US_Open,QF
48190,19940813-M-Cincinnati_Masters-SF-Stefan_Edberg-Michael_Stich,Stefan Edberg,Total,44,25,15,0,4,3,0,1,0,19940813,M,Cincinnati_Masters,SF
48208,19940813-M-Cincinnati_Masters-SF-Stefan_Edberg-Michael_Stich,Michael Stich,Total,49,25,23,0,0,0,0,0,0,19940813,M,Cincinnati_Masters,SF
48226,19940423-M-Monte_Carlo_Masters-SF-Sergi_Bruguera-Stefan_Edberg,Sergi Bruguera,Total,64,30,31,2,3,3,0,0,0,19940423,M,Monte_Carlo_Masters,SF
48244,19940423-M-Monte_Carlo_Masters-SF-Sergi_Bruguera-Stefan_Edberg,Stefan Edberg,Total,48,13,32,2,3,1,1,1,0,19940423,M,Monte_Carlo_Masters,SF
48262,20180831-M-US_Open-R32-Borna_Coric-Daniil_Medvedev,Borna Coric,Total,68,0,0,0,7,2,1,1,0,20180831,M,US_Open,R32
48280,20180831-M-US_Open-R32-Borna_Coric-Daniil_Medvedev,Daniil Medvedev,Total,68,0,0,0,4,1,0,2,0,20180831,M,US_Open,R32
48298,20020303-M-San_Jose-F-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,Total,81,24,53,24,4,0,3,1,0,20020303,M,San_Jose,F
48316,20020303-M-San_Jose-F-Lleyton_Hewitt-Andre_Agassi,Andre Agassi,Total,110,20,80,28,10,3,5,2,0,20020303,M,San_Jose,F
48334,20181021-M-Stockholm-F-Stefanos_Tsitsipas-Ernests_Gulbis,Stefanos Tsitsipas,Total,38,12,24,5,2,0,0,1,0,20181021,M,Stockholm,F
48352,20181021-M-Stockholm-F-Stefanos_Tsitsipas-Ernests_Gulbis,Ernests Gulbis,Total,32,6,19,7,7,5,1,0,0,20181021,M,Stockholm,F
48370,20170609-M-Roland_Garros-SF-Stan_Wawrinka-Andy_Murray,Stan Wawrinka,Total,148,33,109,8,6,3,0,2,0,20170609,M,Roland_Garros,SF
48388,20170609-M-Roland_Garros-SF-Stan_Wawrinka-Andy_Murray,Andy Murray,Total,131,30,97,10,4,3,1,0,0,20170609,M,Roland_Garros,SF
48406,19870912-M-US_Open-SF-Stefan_Edberg-Mats_Wilander,Stefan Edberg,Total,111,41,66,9,4,2,1,1,0,19870912,M,US_Open,SF
48424,19870912-M-US_Open-SF-Stefan_Edberg-Mats_Wilander,Mats Wilander,Total,108,51,54,1,3,2,1,0,0,19870912,M,US_Open,SF
48442,20030906-M-US_Open-SF-Andy_Roddick-David_Nalbandian,Andy Roddick,Total,152,13,134,11,5,0,3,1,1,20030906,M,US_Open,SF
48460,20030906-M-US_Open-SF-Andy_Roddick-David_Nalbandian,David Nalbandian,Total,83,12,70,10,1,0,0,1,0,20030906,M,US_Open,SF
48478,19960126-M-Australian_Open-SF-Mark_Woodforde-Boris_Becker,Mark Woodforde,Total,37,11,24,0,2,0,1,1,0,19960126,M,Australian_Open,SF
